State/Territory,Week_Ending_Date,Data_Collection_Period,State/Territory_WVAL,National_WVAL,Regional_WVAL,WVAL_Category,Coverage
Alaska,12/28/2024,45 Days,15.36677303,6.40425026,6.141855395,High,
Alaska,8/26/2023,All Results,1.51707324,1.65981482,2.154549741,Minimal,
Alaska,1/11/2025,6 Months,11.37265183,10.08301231,8.56925418,Moderate,
Alaska,7/29/2023,All Results,0.861305509,1.384895253,1.466030397,Minimal,
Alaska,9/14/2024,1 Year,1,1.184422229,1.151334179,Minimal,
Alaska,12/14/2024,45 Days,12.66674829,5.472206273,4.120433084,High,
Alaska,11/11/2023,All Results,7.705788057,5.228844852,5.070965993,Low,
Alaska,9/28/2024,6 Months,1,1.215121123,1.116395056,Minimal,
Alaska,10/12/2024,1 Year,1,1.1482105,1.07724622,Minimal,
Alaska,3/16/2024,All Results,1.35613705,3.212429211,3.455039418,Minimal,
Alaska,10/12/2024,6 Months,1,1.1482105,1.07724622,Minimal,
Alaska,8/3/2024,All Results,1,1.218954668,1.117519631,Minimal,
Alaska,4/27/2024,All Results,1.184049447,1.455112007,1.381142707,Minimal,
Alaska,2/3/2024,All Results,3.1412469,6.868404881,7.766630688,Minimal,
Alaska,12/14/2024,1 Year,12.66674829,5.472206273,4.120433084,High,
Alaska,1/18/2025,6 Months,15.63467309,8.870003394,8.776131689,High,
Alaska,6/29/2024,1 Year,1,1.283688257,1.212332545,Minimal,
Alaska,6/15/2024,1 Year,1,1.259788613,1.176111432,Minimal,
Alaska,8/19/2023,All Results,2.344467341,1.486995519,1.482198674,Minimal,
Alaska,7/13/2024,All Results,1,1.2601647,1.123386949,Minimal,
Alaska,10/5/2024,All Results,1,1.263411201,1.054745161,Minimal,
Alaska,3/23/2024,All Results,2.876428909,2.513087656,2.235981723,Minimal,
Alaska,4/13/2024,All Results,1.463953517,1.913184421,1.598768811,Minimal,
Alaska,5/18/2024,All Results,1,1.404929217,1.348019273,Minimal,
Alaska,12/7/2024,All Results,7.268599647,4.07726314,5.233286223,Low,
Alaska,3/2/2024,All Results,3.869743686,4.18098609,4.179255831,Minimal,
Alaska,3/9/2024,1 Year,3.50988355,3.747594887,4.369956409,Minimal,
Alaska,12/9/2023,All Results,23.05455222,11.11331973,9.753342877,Very High,
Alaska,3/23/2024,1 Year,2.876428909,2.513087656,2.235981723,Minimal,
Alaska,12/28/2024,All Results,15.36677303,6.40425026,6.141855395,High,
Alaska,10/21/2023,All Results,6.514327248,1.960861607,1.766028565,Low,
Alaska,8/24/2024,1 Year,1,1.269539894,1.094838733,Minimal,
Alaska,5/4/2024,All Results,2.066075946,1.46921103,1.430804025,Minimal,
Alaska,1/11/2025,All Results,11.37265183,10.08301231,8.56925418,Moderate,
Alaska,11/16/2024,6 Months,1,1.91663426,2.221407482,Minimal,
Arizona,11/2/2024,1 Year,1.080064634,1.260595524,1.350757679,Minimal,
Arizona,6/29/2024,All Results,1.176526211,1.283688257,1.212332545,Minimal,Limited Coverage
Arizona,12/16/2023,All Results,,11.75329853,11.36144705,No Data,
Arizona,5/4/2024,1 Year,1.128946502,1.46921103,1.430804025,Minimal,Limited Coverage
Arizona,9/21/2024,1 Year,1.06002499,1.136892106,1.064496441,Minimal,
Arizona,1/25/2025,45 Days,2.822998396,8.410056222,8.86345711,Minimal,
Arizona,1/27/2024,All Results,16.94316288,7.415900794,9.147398793,High,Limited Coverage
Arizona,6/22/2024,All Results,1.068793747,1.226811809,1.195006828,Minimal,Limited Coverage
Arizona,11/9/2024,All Results,3.024860714,1.505537457,1.461468232,Minimal,
Arizona,12/7/2024,6 Months,3.024860714,4.07726314,5.233286223,Minimal,
Arizona,11/30/2024,6 Months,2.882812799,2.465017247,3.198615099,Minimal,
Arizona,4/6/2024,All Results,1.218966591,2.199135747,1.84699813,Minimal,Limited Coverage
Arizona,11/2/2024,All Results,1.080064634,1.260595524,1.350757679,Minimal,
Arizona,1/27/2024,1 Year,16.94316288,7.415900794,9.147398793,High,Limited Coverage
Arizona,2/10/2024,All Results,39.99220662,6.307025296,7.892608668,Very High,Limited Coverage
Arizona,6/8/2024,All Results,0.952824877,1.35325598,1.333959582,Minimal,Limited Coverage
Arizona,1/11/2025,1 Year,3.024860714,10.08301231,8.56925418,Minimal,
Arizona,11/18/2023,All Results,1.340125453,7.607362278,6.05967751,Minimal,Limited Coverage
Arizona,10/28/2023,All Results,1.518181879,2.498974326,2.073826739,Minimal,Limited Coverage
Arizona,8/3/2024,1 Year,1.53951493,1.218954668,1.117519631,Minimal,
Arizona,8/24/2024,All Results,1.122076221,1.269539894,1.094838733,Minimal,
Arizona,1/4/2025,6 Months,3.276024381,10.03425259,8.527682142,Minimal,
Arizona,9/28/2024,All Results,1.072102022,1.215121123,1.116395056,Minimal,
Arizona,9/21/2024,6 Months,1.06002499,1.136892106,1.064496441,Minimal,
Arizona,12/7/2024,1 Year,3.024860714,4.07726314,5.233286223,Minimal,
Arizona,7/6/2024,1 Year,14.04233175,1.221474285,1.110635382,High,
Arizona,10/26/2024,1 Year,1.121539559,1.157666147,1.217807686,Minimal,
Arizona,8/17/2024,1 Year,1.096481619,1.215384356,1.084457266,Minimal,
Arizona,4/20/2024,All Results,1.446016689,1.574160592,1.453634712,Minimal,Limited Coverage
Arizona,9/28/2024,1 Year,1.072102022,1.215121123,1.116395056,Minimal,
Arizona,4/13/2024,1 Year,1.320879327,1.913184421,1.598768811,Minimal,Limited Coverage
Arizona,9/21/2024,All Results,1.06002499,1.136892106,1.064496441,Minimal,
Arizona,4/20/2024,1 Year,1.446016689,1.574160592,1.453634712,Minimal,Limited Coverage
Arizona,12/14/2024,6 Months,2.991675205,5.472206273,4.120433084,Minimal,
Arizona,12/21/2024,6 Months,2.476016152,6.597140991,6.181956711,Minimal,
Arizona,11/25/2023,All Results,1.252475981,8.356403298,6.758718227,Minimal,Limited Coverage
Arizona,11/23/2024,All Results,3.024860714,2.321732905,2.872810074,Minimal,
Arizona,12/30/2023,All Results,,13.18569684,13.43142947,No Data,
Arizona,12/21/2024,1 Year,2.476016152,6.597140991,6.181956711,Minimal,
Arizona,5/11/2024,1 Year,1.092158923,1.46649405,1.417906035,Minimal,Limited Coverage
Arizona,1/25/2025,6 Months,2.822998396,8.410056222,8.86345711,Minimal,
Arizona,2/17/2024,1 Year,75.72669661,5.556611227,6.413197852,Very High,Limited Coverage
Arizona,11/2/2024,6 Months,1.080064634,1.260595524,1.350757679,Minimal,
Arizona,4/6/2024,1 Year,1.218966591,2.199135747,1.84699813,Minimal,Limited Coverage
Arizona,6/15/2024,All Results,1.284807251,1.259788613,1.176111432,Minimal,Limited Coverage
Arizona,10/19/2024,All Results,1.234820349,1.254449455,1.244443683,Minimal,
Arizona,2/24/2024,1 Year,13.60837681,4.796281787,5.068583592,High,Limited Coverage
Arizona,10/14/2023,All Results,1.650445939,1.692075458,1.672142196,Minimal,Limited Coverage
Arizona,7/20/2024,All Results,7.861491461,1.254157163,1.116420062,Low,
Arizona,10/12/2024,All Results,1.092203746,1.1482105,1.07724622,Minimal,
Arizona,3/30/2024,1 Year,1.431174371,2.337129667,2.004965307,Minimal,Limited Coverage
Arizona,3/30/2024,All Results,1.431174371,2.337129667,2.004965307,Minimal,Limited Coverage
Arizona,2/17/2024,All Results,75.72669661,5.556611227,6.413197852,Very High,Limited Coverage
Arizona,7/27/2024,All Results,6.954094373,1.245212192,1.100528527,Low,
Arizona,3/16/2024,1 Year,4.962291268,3.212429211,3.455039418,Low,Limited Coverage
Arizona,12/21/2024,45 Days,2.476016152,6.597140991,6.181956711,Minimal,
Arizona,7/27/2024,1 Year,6.954094373,1.245212192,1.100528527,Low,
Arizona,2/24/2024,All Results,13.60837681,4.796281787,5.068583592,High,Limited Coverage
Arizona,11/23/2024,1 Year,3.024860714,2.321732905,2.872810074,Minimal,
Arizona,5/25/2024,All Results,1.06699351,1.359411049,1.281521452,Minimal,Limited Coverage
Arizona,10/5/2024,6 Months,1.123989549,1.263411201,1.054745161,Minimal,
Arizona,1/6/2024,All Results,8.396844528,14.53445698,15.87794431,Moderate,Limited Coverage
Arizona,10/19/2024,1 Year,1.234820349,1.254449455,1.244443683,Minimal,
Arizona,1/13/2024,All Results,9.279218505,11.50486882,13.2329155,Moderate,Limited Coverage
Arizona,12/28/2024,1 Year,2.808403177,6.40425026,6.141855395,Minimal,
Arizona,8/31/2024,1 Year,1.085796309,1.23632566,1.132765102,Minimal,
Arizona,12/21/2024,All Results,2.476016152,6.597140991,6.181956711,Minimal,
Arizona,3/2/2024,1 Year,1.225397673,4.18098609,4.179255831,Minimal,Limited Coverage
Arizona,11/30/2024,All Results,2.882812799,2.465017247,3.198615099,Minimal,
Arizona,10/26/2024,6 Months,1.121539559,1.157666147,1.217807686,Minimal,
Arizona,7/20/2024,1 Year,7.861491461,1.254157163,1.116420062,Low,
Arizona,11/4/2023,All Results,1.246316199,3.587764254,2.851133225,Minimal,Limited Coverage
Arizona,2/3/2024,1 Year,4.665329161,6.868404881,7.766630688,Low,Limited Coverage
Arizona,11/23/2024,6 Months,3.024860714,2.321732905,2.872810074,Minimal,
Arizona,6/1/2024,1 Year,0.993117804,1.301903931,1.199870355,Minimal,Limited Coverage
Arizona,10/5/2024,1 Year,1.123989549,1.263411201,1.054745161,Minimal,
Arizona,12/14/2024,All Results,2.991675205,5.472206273,4.120433084,Minimal,
Arizona,11/9/2024,6 Months,3.024860714,1.505537457,1.461468232,Minimal,
Arizona,8/17/2024,All Results,1.096481619,1.215384356,1.084457266,Minimal,
Arizona,6/1/2024,All Results,0.993117804,1.301903931,1.199870355,Minimal,Limited Coverage
Arizona,9/7/2024,All Results,1.046088518,1.203404589,1.124404291,Minimal,
Arizona,6/8/2024,1 Year,0.952824877,1.35325598,1.333959582,Minimal,Limited Coverage
Arizona,1/18/2025,All Results,3.301679044,8.870003394,8.776131689,Minimal,
Arizona,11/16/2024,All Results,2.588926707,1.91663426,2.221407482,Minimal,
Arizona,1/20/2024,All Results,25.12533266,8.555605875,10.24259176,Very High,Limited Coverage
Arizona,9/7/2024,6 Months,1.046088518,1.203404589,1.124404291,Minimal,
Arizona,6/22/2024,1 Year,1.068793747,1.226811809,1.195006828,Minimal,Limited Coverage
Arizona,10/19/2024,6 Months,1.234820349,1.254449455,1.244443683,Minimal,
Arizona,8/10/2024,1 Year,1.047000528,1.269186096,1.141045018,Minimal,
Arizona,12/2/2023,All Results,2.103507055,11.02997146,8.655377714,Minimal,Limited Coverage
Arizona,1/4/2025,All Results,3.276024381,10.03425259,8.527682142,Minimal,
Arizona,8/17/2024,6 Months,1.096481619,1.215384356,1.084457266,Minimal,
Arizona,7/13/2024,1 Year,19.14988252,1.2601647,1.123386949,High,
Arizona,8/24/2024,6 Months,1.122076221,1.269539894,1.094838733,Minimal,
Arizona,8/10/2024,6 Months,1.047000528,1.269186096,1.141045018,Minimal,
Arizona,8/31/2024,6 Months,1.085796309,1.23632566,1.132765102,Minimal,
Arizona,1/18/2025,45 Days,3.301679044,8.870003394,8.776131689,Minimal,
Arizona,1/25/2025,1 Year,2.822998396,8.410056222,8.86345711,Minimal,
Arizona,2/10/2024,1 Year,39.99220662,6.307025296,7.892608668,Very High,Limited Coverage
Arizona,5/18/2024,1 Year,1.090822491,1.404929217,1.348019273,Minimal,Limited Coverage
Arizona,11/16/2024,1 Year,2.588926707,1.91663426,2.221407482,Minimal,
Arizona,10/26/2024,All Results,1.121539559,1.157666147,1.217807686,Minimal,
Arizona,1/18/2025,1 Year,3.301679044,8.870003394,8.776131689,Minimal,
Arizona,1/4/2025,45 Days,3.276024381,10.03425259,8.527682142,Minimal,
Arizona,5/11/2024,All Results,1.092158923,1.46649405,1.417906035,Minimal,Limited Coverage
Arizona,7/6/2024,All Results,14.04233175,1.221474285,1.110635382,High,
Arizona,8/10/2024,All Results,1.047000528,1.269186096,1.141045018,Minimal,
Arizona,1/25/2025,All Results,2.822998396,8.410056222,8.86345711,Minimal,
Arizona,4/27/2024,1 Year,1.245101534,1.455112007,1.381142707,Minimal,Limited Coverage
Arizona,5/25/2024,1 Year,1.06699351,1.359411049,1.281521452,Minimal,Limited Coverage
Arizona,11/9/2024,1 Year,3.024860714,1.505537457,1.461468232,Minimal,
Arizona,9/14/2024,All Results,1.042096664,1.184422229,1.151334179,Minimal,
Arizona,9/7/2024,1 Year,1.046088518,1.203404589,1.124404291,Minimal,
Arizona,3/9/2024,All Results,6.625245855,3.747594887,4.369956409,Low,Limited Coverage
Arizona,11/30/2024,1 Year,2.882812799,2.465017247,3.198615099,Minimal,
Arizona,9/14/2024,6 Months,1.042096664,1.184422229,1.151334179,Minimal,
Arizona,1/11/2025,45 Days,3.024860714,10.08301231,8.56925418,Minimal,
Arizona,8/31/2024,All Results,1.085796309,1.23632566,1.132765102,Minimal,
Arizona,1/4/2025,1 Year,3.276024381,10.03425259,8.527682142,Minimal,
Arizona,8/3/2024,6 Months,1.53951493,1.218954668,1.117519631,Minimal,
Arizona,12/23/2023,All Results,3.114118004,11.1731723,11.19554888,Minimal,Limited Coverage
Arizona,12/28/2024,6 Months,2.808403177,6.40425026,6.141855395,Minimal,
Arizona,12/28/2024,45 Days,2.808403177,6.40425026,6.141855395,Minimal,
Arizona,1/11/2025,6 Months,3.024860714,10.08301231,8.56925418,Minimal,
Arizona,9/14/2024,1 Year,1.042096664,1.184422229,1.151334179,Minimal,
Arizona,12/14/2024,45 Days,2.991675205,5.472206273,4.120433084,Minimal,
Arizona,11/11/2023,All Results,1.106833591,5.228844852,5.070965993,Minimal,Limited Coverage
Arizona,9/28/2024,6 Months,1.072102022,1.215121123,1.116395056,Minimal,
Arizona,10/12/2024,1 Year,1.092203746,1.1482105,1.07724622,Minimal,
Arizona,3/16/2024,All Results,4.962291268,3.212429211,3.455039418,Low,Limited Coverage
Arizona,10/12/2024,6 Months,1.092203746,1.1482105,1.07724622,Minimal,
Arizona,8/3/2024,All Results,1.53951493,1.218954668,1.117519631,Minimal,
Arizona,4/27/2024,All Results,1.245101534,1.455112007,1.381142707,Minimal,Limited Coverage
Arizona,2/3/2024,All Results,4.665329161,6.868404881,7.766630688,Low,Limited Coverage
Arizona,12/14/2024,1 Year,2.991675205,5.472206273,4.120433084,Minimal,
Arizona,1/18/2025,6 Months,3.301679044,8.870003394,8.776131689,Minimal,
Arizona,6/29/2024,1 Year,1.176526211,1.283688257,1.212332545,Minimal,Limited Coverage
Arizona,6/15/2024,1 Year,1.284807251,1.259788613,1.176111432,Minimal,Limited Coverage
Arizona,10/5/2024,All Results,1.123989549,1.263411201,1.054745161,Minimal,
Arizona,7/13/2024,All Results,19.14988252,1.2601647,1.123386949,High,
Arizona,3/23/2024,All Results,7.194511207,2.513087656,2.235981723,Low,Limited Coverage
Arizona,4/13/2024,All Results,1.320879327,1.913184421,1.598768811,Minimal,Limited Coverage
Arizona,5/18/2024,All Results,1.090822491,1.404929217,1.348019273,Minimal,Limited Coverage
Arizona,12/7/2024,All Results,3.024860714,4.07726314,5.233286223,Minimal,
Arizona,3/2/2024,All Results,1.225397673,4.18098609,4.179255831,Minimal,Limited Coverage
Arizona,3/9/2024,1 Year,6.625245855,3.747594887,4.369956409,Low,Limited Coverage
Arizona,12/9/2023,All Results,2.572267629,11.11331973,9.753342877,Minimal,Limited Coverage
Arizona,3/23/2024,1 Year,7.194511207,2.513087656,2.235981723,Low,Limited Coverage
Arizona,12/28/2024,All Results,2.808403177,6.40425026,6.141855395,Minimal,
Arizona,10/21/2023,All Results,1.147230498,1.960861607,1.766028565,Minimal,Limited Coverage
Arizona,8/24/2024,1 Year,1.122076221,1.269539894,1.094838733,Minimal,
Arizona,5/4/2024,All Results,1.128946502,1.46921103,1.430804025,Minimal,Limited Coverage
Arizona,1/11/2025,All Results,3.024860714,10.08301231,8.56925418,Minimal,
Arizona,11/16/2024,6 Months,2.588926707,1.91663426,2.221407482,Minimal,
Arkansas,5/6/2023,All Results,1.132203334,1.34546366,1.264374033,Minimal,Limited Coverage
Arkansas,11/2/2024,1 Year,1,1.260595524,1.912315604,Minimal,
Arkansas,6/29/2024,All Results,1,1.283688257,1.240933688,Minimal,
Arkansas,12/16/2023,All Results,11.22174655,11.75329853,12.94965248,Moderate,Limited Coverage
Arkansas,5/4/2024,1 Year,1,1.46921103,1.300526198,Minimal,
Arkansas,8/12/2023,All Results,1.479011142,1.453764064,1.507149035,Minimal,Limited Coverage
Arkansas,5/13/2023,All Results,1.445054086,1.476047381,1.501819203,Minimal,Limited Coverage
Arkansas,9/21/2024,1 Year,1,1.136892106,1.375059068,Minimal,
Arkansas,1/25/2025,45 Days,13.06465014,8.410056222,9.319922615,High,
Arkansas,6/22/2024,All Results,1,1.226811809,1.267636165,Minimal,
Arkansas,1/27/2024,All Results,1,7.415900794,5.319016258,Minimal,
Arkansas,11/9/2024,All Results,1,1.505537457,2.526186629,Minimal,
Arkansas,12/7/2024,6 Months,18.64394218,4.07726314,7.810416556,High,
Arkansas,9/2/2023,All Results,1.209780859,1.401020208,1.385497019,Minimal,Limited Coverage
Arkansas,11/30/2024,6 Months,5.410250417,2.465017247,4.984613151,Low,
Arkansas,7/22/2023,All Results,1.063509333,1.471332152,1.546582373,Minimal,Limited Coverage
Arkansas,4/6/2024,All Results,1,2.199135747,1.610830545,Minimal,
Arkansas,11/2/2024,All Results,1,1.260595524,1.912315604,Minimal,
Arkansas,1/27/2024,1 Year,1,7.415900794,5.319016258,Minimal,
Arkansas,2/10/2024,All Results,3.591969395,6.307025296,3.608735175,Minimal,
Arkansas,6/8/2024,All Results,1,1.35325598,1.263036948,Minimal,
Arkansas,1/11/2025,1 Year,11.34970828,10.08301231,15.68285271,Moderate,
Arkansas,11/18/2023,All Results,10.41455264,7.607362278,10.41455264,Moderate,Limited Coverage
Arkansas,10/28/2023,All Results,9.927496672,2.498974326,4.383761416,Moderate,Limited Coverage
Arkansas,7/8/2023,All Results,1.212629896,1.339868249,1.316944847,Minimal,Limited Coverage
Arkansas,8/3/2024,1 Year,1,1.218954668,1.312073876,Minimal,
Arkansas,8/24/2024,All Results,1,1.269539894,1.372880737,Minimal,
Arkansas,1/4/2025,6 Months,9.544064622,10.03425259,15.4760468,Moderate,
Arkansas,9/28/2024,All Results,1,1.215121123,1.523947352,Minimal,
Arkansas,9/21/2024,6 Months,1,1.136892106,1.375059068,Minimal,
Arkansas,12/7/2024,1 Year,18.64394218,4.07726314,7.810416556,High,
Arkansas,7/6/2024,1 Year,1,1.221474285,1.261183666,Minimal,
Arkansas,10/26/2024,1 Year,1,1.157666147,1.481779966,Minimal,
Arkansas,7/1/2023,All Results,1.712178336,1.34841252,1.317909957,Minimal,Limited Coverage
Arkansas,8/17/2024,1 Year,1,1.215384356,1.414686732,Minimal,
Arkansas,4/20/2024,All Results,1,1.574160592,1.411989285,Minimal,
Arkansas,9/9/2023,All Results,1.270127534,1.532486284,1.821332148,Minimal,Limited Coverage
Arkansas,4/13/2024,1 Year,1,1.913184421,1.668108735,Minimal,
Arkansas,9/28/2024,1 Year,1,1.215121123,1.523947352,Minimal,
Arkansas,9/21/2024,All Results,1,1.136892106,1.375059068,Minimal,
Arkansas,4/20/2024,1 Year,1,1.574160592,1.411989285,Minimal,
Arkansas,12/14/2024,6 Months,23.52263352,5.472206273,11.46671637,Very High,
Arkansas,12/21/2024,6 Months,7.872275886,6.597140991,10.0459876,Low,
Arkansas,11/25/2023,All Results,7.897508724,8.356403298,11.20337056,Low,Limited Coverage
Arkansas,11/23/2024,All Results,1.833646048,2.321732905,3.42005101,Minimal,
Arkansas,12/30/2023,All Results,8.274138278,13.18569684,12.35012717,Moderate,Limited Coverage
Arkansas,12/21/2024,1 Year,7.872275886,6.597140991,10.0459876,Low,
Arkansas,5/11/2024,1 Year,1,1.46649405,1.305852352,Minimal,
Arkansas,1/25/2025,6 Months,13.06465014,8.410056222,9.319922615,High,
Arkansas,2/17/2024,1 Year,2.490767704,5.556611227,3.855612425,Minimal,
Arkansas,6/10/2023,All Results,1.648931843,1.459469894,1.459469894,Minimal,Limited Coverage
Arkansas,11/2/2024,6 Months,1,1.260595524,1.912315604,Minimal,
Arkansas,7/15/2023,All Results,1.4458307,1.458776375,1.435566158,Minimal,Limited Coverage
Arkansas,4/6/2024,1 Year,1,2.199135747,1.610830545,Minimal,
Arkansas,6/15/2024,All Results,1,1.259788613,1.28119729,Minimal,
Arkansas,10/19/2024,All Results,1,1.254449455,1.863846032,Minimal,
Arkansas,2/24/2024,1 Year,1.565513874,4.796281787,3.271515146,Minimal,
Arkansas,10/14/2023,All Results,2.820672109,1.692075458,2.84697644,Minimal,Limited Coverage
Arkansas,10/12/2024,All Results,1,1.1482105,1.491346929,Minimal,
Arkansas,7/20/2024,All Results,1,1.254157163,1.266265959,Minimal,
Arkansas,3/30/2024,1 Year,1,2.337129667,1.617463094,Minimal,
Arkansas,3/30/2024,All Results,1,2.337129667,1.617463094,Minimal,
Arkansas,2/17/2024,All Results,2.490767704,5.556611227,3.855612425,Minimal,
Arkansas,7/27/2024,All Results,1,1.245212192,1.42032401,Minimal,
Arkansas,3/16/2024,1 Year,1,3.212429211,2.067293737,Minimal,
Arkansas,12/21/2024,45 Days,7.872275886,6.597140991,10.0459876,Low,
Arkansas,7/27/2024,1 Year,1,1.245212192,1.42032401,Minimal,
Arkansas,2/24/2024,All Results,1.565513874,4.796281787,3.271515146,Minimal,
Arkansas,11/23/2024,1 Year,1.833646048,2.321732905,3.42005101,Minimal,
Arkansas,5/25/2024,All Results,1,1.359411049,1.406873308,Minimal,
Arkansas,9/23/2023,All Results,1.348342849,1.637968571,1.894051591,Minimal,Limited Coverage
Arkansas,10/5/2024,6 Months,1,1.263411201,1.653918119,Minimal,
Arkansas,1/6/2024,All Results,31.45029114,14.53445698,12.52971654,Very High,Limited Coverage
Arkansas,10/19/2024,1 Year,1,1.254449455,1.863846032,Minimal,
Arkansas,1/13/2024,All Results,8.300586663,11.50486882,8.205543935,Moderate,
Arkansas,12/28/2024,1 Year,11.01480996,6.40425026,12.9157796,Moderate,
Arkansas,10/7/2023,All Results,2.222526903,1.80711458,2.684137603,Minimal,Limited Coverage
Arkansas,8/31/2024,1 Year,1,1.23632566,1.335848246,Minimal,
Arkansas,12/21/2024,All Results,7.872275886,6.597140991,10.0459876,Low,
Arkansas,3/2/2024,1 Year,1,4.18098609,2.778414191,Minimal,
